4365.719406,-44.02391842,-10399.20527
4361.065803,-44.00891462,-10397.37297
4356.412199,-43.99391082,-10395.54068
4351.758596,-43.97890702,-10393.70838
4347.104994,-43.96390322,-10391.87608
4342.45139,-43.94889942,-10390.04379
4337.797789,-43.93389562,-10388.21149
4333.144185,-43.91889182,-10386.3792
4328.490583,-43.90388802,-10384.5469
4323.836981,-43.88888422,-10382.7146
4319.183376,-43.87388042,-10380.88231
4314.529774,-43.85887662,-10379.05002
4309.87617,-43.84387282,-10377.21772
4305.222568,-43.82886902,-10375.38543
4300.568964,-43.81386522,-10373.55313
4295.915358,-43.79886142,-10371.72084
4291.261759,-43.78385762,-10369.88854
4286.608156,-43.76885382,-10368.05625
4281.954552,-43.75385002,-10366.22395
4277.300951,-43.73884622,-10364.39165
4272.647346,-43.72384242,-10362.55936
4267.993743,-43.70883862,-10360.72707
4263.340141,-43.69383482,-10358.89477
4258.686538,-43.67883102,-10357.06247
4254.032935,-43.66382721,-10355.23018
4249.37933,-43.64882341,-10353.39789
4244.725729,-43.63381961,-10351.56559
4240.072125,-43.61881581,-10349.7333
4235.418521,-43.60381201,-10347.901
4230.764928,-43.58880821,-10346.06868
4226.111323,-43.57380441,-10344.23639
4221.457705,-43.55880061,-10342.40414
4216.804109,-43.54379681,-10340.57182
4212.150508,-43.52879301,-10338.73952
4207.496904,-43.51378921,-10336.90723
4202.843301,-43.49878541,-10335.07493
4198.189698,-43.48378161,-10333.24264
4193.536095,-43.46877781,-10331.41035
4188.882493,-43.45377401,-10329.57805
4184.228887,-43.43877021,-10327.74576
4179.575284,-43.42376641,-10325.91346
4174.921694,-43.40876261,-10324.08114
4170.267883,-43.39375881,-10322.24937
4165.613339,-43.37875501,-10320.41946
4160.957547,-43.36375121,-10318.59274
4156.300013,-43.34874741,-10316.77046
4151.640228,-43.33374361,-10314.95394
4146.977696,-43.31873981,-10313.14449
4142.311937,-43.30373601,-10311.34338
4137.642455,-43.28873221,-10309.55193
4132.96877,-43.27372841,-10307.77148
4128.290646,-43.25872462,-10306.00273
4123.608102,-43.24372082,-10304.24572
4118.921185,-43.22871702,-10302.5004
4114.229905,-43.21371323,-10300.76684
4109.534407,-43.19870943,-10299.04474
4104.835157,-43.18370563,-10297.33291
4100.132678,-43.16870183,-10295.62996
4095.427433,-43.15369803,-10293.93468
4090.719917,-43.13869423,-10292.24571
4086.010605,-43.12369043,-10290.56175
4081.299965,-43.10868663,-10288.88151
4076.588467,-43.09368283,-10287.20369
4071.876596,-43.07867903,-10285.5269
4067.164695,-43.06367524,-10283.85021
4062.452808,-43.0486714,-10282.17347
4057.740912,-43.03366772,-10280.49676
4053.029023,-43.01866353,-10278.82003
4048.31713,-43.00366102,-10277.14331
4043.605228,-42.98865298,-10275.46661
4038.893528,-42.97366296,-10273.78935
4034.182508,-42.9586153,-10272.11018
4029.472633,-42.94374688,-10270.4278
4024.764376,-42.92834423,-10268.74089
4020.058211,-42.91468051,-10267.04815
4015.354595,-42.91039784,-10265.34829
4010.654038,-42.91120468,-10263.63998
4005.957033,-42.91093399,-10261.92193
4001.264077,-42.91102068,-10260.19286
3996.575478,-42.91099365,-10258.452
3991.891252,-42.91100192,-10256.6994
3987.211406,-42.91099943,-10254.93515
3982.536017,-42.91100017,-10253.15912
3977.864969,-42.91099995,-10251.3717
3973.197825,-42.91100001,-10249.57411
3968.534099,-42.911,-10247.76768
3963.873309,-42.911,-10245.95368
3959.21495,-42.911,-10244.13345
3954.558535,-42.911,-10242.30825
3949.903554,-42.911,-10240.4794
3945.249504,-42.911,-10238.64818
3940.59586,-42.911,-10236.81592
3935.942245,-42.911,-10234.9836
3931.288616,-42.911,-10233.15131
3926.634996,-42.911,-10231.31899
3921.981369,-42.911,-10229.4867
3917.842,-42.911,-10227.551
3917.327747,-42.911,-10227.65439
3912.67412,-42.911,-10225.82209
3908.020495,-42.911,-10223.98979
3903.366874,-42.911,-10222.15748
3898.71325,-42.911,-10220.32518
3894.059626,-42.911,-10218.49288
3889.406003,-42.911,-10216.66057
3884.752377,-42.911,-10214.82827
3881.429,-42.911,-10213.583
3880.098753,-42.911,-10212.99597
3875.44513,-42.911,-10211.16366
3870.791505,-42.911,-10209.33136
