3577.758297,-42.70833556,-10078.3699
3582.414273,-42.75104132,-10080.20313
3587.070283,-42.78873576,-10082.03638
3591.726328,-42.821431,-10083.86964
3596.382406,-42.84910083,-10085.70289
3601.038502,-42.87179784,-10087.53617
3605.694616,-42.88942402,-10089.36946
3610.350747,-42.90213337,-10091.20275
3615.006884,-42.90977659,-10093.03605
3619.663029,-42.91216946,-10094.86934
3624.319176,-42.91201497,-10096.70263
3628.97532,-42.91197181,-10098.53593
3633.631464,-42.91201503,-10100.36923
3638.287609,-42.91199407,-10102.20252
3642.943755,-42.91200192,-10104.03582
3647.599898,-42.91199952,-10105.86912
3652.256041,-42.91200006,-10107.70242
3656.912187,-42.91200003,-10109.53571
3661.56833,-42.91199997,-10111.36901
3666.224476,-42.91200002,-10113.2023
3670.880622,-42.91199999,-10115.03559
3675.536766,-42.91200001,-10116.86889
3680.192911,-42.912,-10118.70219
3684.849055,-42.912,-10120.53549
3689.5052,-42.912,-10122.36878
3694.161345,-42.912,-10124.20208
3698.81749,-42.912,-10126.03537
3703.473636,-42.912,-10127.86867
3708.129781,-42.912,-10129.70196
3712.785925,-42.912,-10131.53526
3717.442069,-42.912,-10133.36856
3722.098215,-42.912,-10135.20185
3726.754359,-42.912,-10137.03515
3731.410504,-42.912,-10138.86844
3736.066648,-42.912,-10140.70174
3740.722793,-42.912,-10142.53503
3745.378938,-42.912,-10144.36833
3750.035084,-42.912,-10146.20162
3754.691228,-42.912,-10148.03492
3759.347372,-42.912,-10149.86822
3764.003517,-42.912,-10151.70151
3768.659662,-42.912,-10153.53481
3773.315807,-42.912,-10155.3681
3777.97195,-42.912,-10157.20141
3782.628095,-42.912,-10159.0347
3787.284242,-42.912,-10160.86799
3791.940386,-42.912,-10162.70129
3796.596529,-42.912,-10164.53459
3801.252675,-42.912,-10166.36788
3805.90882,-42.912,-10168.20118
3810.564965,-42.912,-10170.03447
3815.22111,-42.912,-10171.86777
3819.877254,-42.912,-10173.70106
3824.5334,-42.912,-10175.53436
3829.189543,-42.912,-10177.36766
3833.845686,-42.912,-10179.20096
3838.501833,-42.912,-10181.03425
3843.157978,-42.912,-10182.86754
3847.814123,-42.912,-10184.70084
3852.470268,-42.912,-10186.53413
3857.126412,-42.912,-10188.36743
3861.782555,-42.912,-10190.20073
3866.438703,-42.912,-10192.03402
3871.094846,-42.912,-10193.86732
3875.750992,-42.912,-10195.70061
3880.404164,-42.912,-10197.53273
3885.05733,-42.912,-10199.36487
3889.710501,-42.912,-10201.19699
3894.363672,-42.912,-10203.02911
3899.016841,-42.912,-10204.86124
3903.670012,-42.912,-10206.69336
3908.323183,-42.912,-10208.52549
3912.976352,-42.912,-10210.35761
3917.629522,-42.912,-10212.18974
3922.282693,-42.912,-10214.02186
3926.935863,-42.912,-10215.85398
3931.589032,-42.912,-10217.68611
3936.242205,-42.912,-10219.51823
3940.895369,-42.912,-10221.35037
3945.548548,-42.912,-10223.18247
3950.201707,-42.91199999,-10225.01462
